shark_id,shark_name,species,ping_datetime,latitude,longitude,location_quality,tag_status
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-07 19:57:11,27.79967,-96.72611,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-08 23:28:05,27.83253,-96.7052,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-09 06:14:43,27.80474,-96.69764,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-11 13:06:51,27.8127,-96.7459,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-11 13:33:39,27.78947,-96.74414,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-11 16:00:37,27.8072,-96.6663,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-13 15:08:00,27.75577,-96.7274,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-14 10:48:17,27.73271,-96.66265,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-14 20:26:42,27.79053,-96.56799,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-15 10:13:39,27.80629,-96.61971,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-16 09:07:53,27.87209,-96.56001,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-17 01:17:02,27.88944,-96.45241,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-17 04:23:02,27.87841,-96.37408,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-18 23:22:21,27.90553,-96.28829,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-20 05:11:44,27.93463,-96.26301,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-22 10:40:12,27.92967,-96.27064,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-23 01:43:26,27.89311,-96.3078,low,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-24 03:47:22,27.89632,-96.34249,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-25 15:12:42,27.84635,-96.25361,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-25 17:29:03,27.88657,-96.16659,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-26 15:00:52,27.83147,-96.17923,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-28 05:49:54,27.78851,-96.18389,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-29 00:44:47,27.83659,-96.10967,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-30 07:42:17,27.79811,-96.10213,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-30 14:52:09,27.82603,-96.13463,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-31 01:26:04,27.80307,-96.06492,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-01-31 15:12:01,27.8125,-96.08303,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-01 12:15:56,27.81347,-95.996,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-04 06:07:23,27.87659,-95.87912,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-05 14:16:57,27.85322,-95.88274,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-05 15:21:27,27.91884,-95.79936,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-07 14:11:39,27.87683,-95.82936,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-08 16:17:43,27.93047,-95.79846,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-09 18:12:22,27.98043,-95.70822,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-09 18:33:23,28.01964,-95.73366,low,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-10 08:51:41,27.97879,-95.72617,low,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-13 15:22:24,27.94766,-95.71594,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-13 17:26:51,27.89113,-95.78529,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-14 09:26:02,27.86178,-95.66639,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-14 22:33:37,27.80544,-95.56022,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-15 19:15:27,27.82994,-95.48195,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-15 20:23:32,27.80723,-95.39599,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-17 01:11:02,27.76527,-95.33489,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-20 15:45:16,27.70596,-95.39904,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-20 22:22:47,27.7545,-95.36928,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-21 10:46:54,27.76311,-95.42704,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-21 15:49:17,27.74226,-95.49749,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-22 19:49:44,27.78547,-95.48607,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-23 18:09:29,27.84314,-95.44672,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-24 00:43:27,27.85014,-95.47833,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-25 09:42:08,27.84594,-95.43537,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-25 10:18:56,27.84009,-95.3825,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-25 23:58:42,27.9068,-95.44896,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-26 05:44:10,27.91275,-95.3313,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-26 22:59:49,27.90351,-95.31727,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-02-28 18:10:02,27.97104,-95.34654,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-01 07:54:03,28.01355,-95.35758,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-01 18:59:42,28.03522,-95.28328,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-02 09:35:49,28.01845,-95.35441,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-02 19:14:47,28.06421,-95.39939,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-05 01:02:30,28.06461,-95.34032,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-05 13:29:23,28.1101,-95.4077,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-07 03:40:54,28.1096,-95.42901,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-08 21:37:19,28.07553,-95.50063,low,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-09 13:29:46,28.08253,-95.3828,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-09 14:33:30,28.05546,-95.31214,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-10 01:05:51,28.04187,-95.23597,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-10 01:49:11,28.02502,-95.29108,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-11 04:48:12,28.08065,-95.22242,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-11 13:19:15,28.07092,-95.10767,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-13 17:37:26,28.07559,-95.00281,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-14 04:02:36,28.11974,-94.9374,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-14 22:55:08,28.13806,-94.85293,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-15 07:16:27,28.11982,-94.91691,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-16 11:12:26,28.09966,-94.87639,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-16 14:02:40,28.12933,-94.88608,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-17 13:49:06,28.18244,-94.89557,low,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-19 02:43:43,28.15813,-94.77956,low,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-19 03:28:01,28.10789,-94.73206,high,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-19 08:01:52,28.15203,-94.67618,low,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-23 01:03:03,28.11059,-94.63466,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-24 06:37:41,28.05511,-94.70122,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-24 09:36:10,28.04274,-94.70465,medium,active
SHK-004,Ribbon Delta,Blacktip Shark,2026-03-24 15:59:36,28.0614,-94.64883,low,active
SHK-005,Harbor Echo,Bull Shark,2026-01-03 18:08:33,27.80887,-96.99792,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-06 08:21:42,27.87128,-97.04708,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-01-07 04:42:35,27.90497,-97.00605,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-01-07 23:31:53,27.91824,-96.921,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-09 02:09:22,27.86415,-96.87271,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-01-09 05:31:15,27.88879,-96.79932,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-11 12:19:34,27.91186,-96.77971,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-01-12 05:13:48,27.88952,-96.66838,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-12 07:57:12,27.93413,-96.61138,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-12 11:12:29,27.88361,-96.6794,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-12 13:21:49,27.88657,-96.7186,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-01-13 18:38:27,27.8672,-96.65492,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-01-15 00:50:27,27.9191,-96.53985,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-16 01:42:27,27.90727,-96.50752,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-17 14:40:23,27.90792,-96.53402,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-19 07:17:38,27.8605,-96.55598,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-23 15:10:13,27.8805,-96.58633,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-01-23 17:17:34,27.84126,-96.60084,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-01-24 13:58:44,27.82191,-96.52822,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-24 17:09:17,27.82883,-96.50846,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-26 19:59:31,27.77184,-96.39942,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-28 08:50:00,27.83751,-96.43639,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-28 22:38:41,27.78408,-96.41741,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-01-29 20:38:22,27.80913,-96.40329,high,active
SHK-005,Harbor Echo,Bull Shark,2026-01-30 03:12:12,27.85927,-96.39711,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-02-01 01:53:00,27.89384,-96.32434,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-01 05:06:19,27.88592,-96.29028,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-01 08:06:01,27.89784,-96.35557,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-03 05:59:39,27.93721,-96.37963,low,active
SHK-005,Harbor Echo,Bull Shark,2026-02-04 20:36:18,27.96566,-96.43587,low,active
SHK-005,Harbor Echo,Bull Shark,2026-02-05 20:12:02,27.95687,-96.35689,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-08 22:04:21,28.01893,-96.28589,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-10 00:45:27,28.02512,-96.26588,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-10 03:14:21,27.98293,-96.27927,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-10 11:08:43,27.98234,-96.23802,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-10 15:33:47,27.96498,-96.1954,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-14 03:12:13,28.03376,-96.12754,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-14 19:57:28,28.01749,-96.04188,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-15 16:42:08,28.04962,-96.06192,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-02-17 04:53:09,28.03751,-96.00716,low,active
SHK-005,Harbor Echo,Bull Shark,2026-02-17 12:55:34,28.05339,-95.92781,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-02-18 16:04:40,28.08284,-96.00248,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-19 10:35:50,28.14856,-95.9259,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-02-19 12:19:04,28.16365,-95.86162,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-02-19 17:23:23,28.12581,-95.81582,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-02-20 09:43:58,28.17517,-95.86626,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-02-24 21:07:18,28.11927,-95.75662,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-26 22:28:55,28.06173,-95.77388,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-27 04:07:38,28.0915,-95.77181,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-02-27 08:35:59,28.15116,-95.67724,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-02-27 14:02:06,28.09926,-95.72963,high,active
SHK-005,Harbor Echo,Bull Shark,2026-02-28 05:27:42,28.08152,-95.67718,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-02 22:42:46,28.06231,-95.72255,low,active
SHK-005,Harbor Echo,Bull Shark,2026-03-03 02:36:03,28.04681,-95.73169,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-03-05 13:08:00,28.08053,-95.68303,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-03-05 18:25:27,28.09984,-95.72457,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-06 09:30:20,28.11239,-95.7596,low,active
SHK-005,Harbor Echo,Bull Shark,2026-03-07 21:24:05,28.09108,-95.7818,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-10 20:56:07,28.12273,-95.79839,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-11 20:38:29,28.18411,-95.71931,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-12 18:14:12,28.13995,-95.66399,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-13 01:20:07,28.20737,-95.58031,low,active
SHK-005,Harbor Echo,Bull Shark,2026-03-13 22:37:17,28.25197,-95.60222,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-15 16:39:10,28.28481,-95.61295,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-17 16:01:59,28.25815,-95.59713,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-17 16:54:51,28.26816,-95.49053,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-03-18 04:30:33,28.22601,-95.44739,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-03-18 07:38:13,28.19753,-95.39342,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-20 13:19:22,28.22046,-95.46293,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-21 17:53:04,28.25372,-95.52282,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-03-22 01:33:42,28.19439,-95.49275,low,active
SHK-005,Harbor Echo,Bull Shark,2026-03-22 09:34:42,28.18729,-95.38574,medium,active
SHK-005,Harbor Echo,Bull Shark,2026-03-23 11:16:53,28.18936,-95.42585,low,active
SHK-005,Harbor Echo,Bull Shark,2026-03-23 23:35:56,28.17111,-95.37667,low,active
SHK-005,Harbor Echo,Bull Shark,2026-03-24 22:45:54,28.12274,-95.34184,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-26 03:46:15,28.15675,-95.23451,low,active
SHK-005,Harbor Echo,Bull Shark,2026-03-28 09:56:28,28.1195,-95.13806,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-28 23:00:11,28.17906,-95.01862,high,active
SHK-005,Harbor Echo,Bull Shark,2026-03-31 02:14:09,28.18346,-94.9113,low,active
SHK-005,Harbor Echo,Bull Shark,2026-03-31 09:08:06,28.24384,-94.81595,high,active
